indice_janela,tempo_centro_s,aceleracao_x_g_mean,aceleracao_x_g_rms,aceleracao_x_g_std,aceleracao_x_g_variance,aceleracao_x_g_peak,aceleracao_x_g_peak_to_peak,aceleracao_x_g_sra,aceleracao_x_g_skewness,aceleracao_x_g_kurtosis,aceleracao_x_g_crest_factor,aceleracao_x_g_shape_factor,aceleracao_x_g_impulse_factor,aceleracao_x_g_clearance_factor,aceleracao_x_g_rms_espectral,aceleracao_x_g_energia_espectral,aceleracao_y_g_mean,aceleracao_y_g_rms,aceleracao_y_g_std,aceleracao_y_g_variance,aceleracao_y_g_peak,aceleracao_y_g_peak_to_peak,aceleracao_y_g_sra,aceleracao_y_g_skewness,aceleracao_y_g_kurtosis,aceleracao_y_g_crest_factor,aceleracao_y_g_shape_factor,aceleracao_y_g_impulse_factor,aceleracao_y_g_clearance_factor,aceleracao_y_g_rms_espectral,aceleracao_y_g_energia_espectral,aceleracao_z_g_mean,aceleracao_z_g_rms,aceleracao_z_g_std,aceleracao_z_g_variance,aceleracao_z_g_peak,aceleracao_z_g_peak_to_peak,aceleracao_z_g_sra,aceleracao_z_g_skewness,aceleracao_z_g_kurtosis,aceleracao_z_g_crest_factor,aceleracao_z_g_shape_factor,aceleracao_z_g_impulse_factor,aceleracao_z_g_clearance_factor,aceleracao_z_g_rms_espectral,aceleracao_z_g_energia_espectral
0,115.0,-0.0050473255242468994,0.23938012064574654,0.23932690334649895,0.05727736666542445,1.5490804,2.966,0.11894507642541424,-0.5773159435924026,2.9299406394101153,6.471215720926344,1.4633797636871302,9.469846132457636,13.023493250444604,0.23932690334649898,0.05727736666542446,-0.009297788144190001,0.3017898027051477,0.3016465417544808,0.09099063615243771,2.6555616,5.246,0.15337160146627,0.41922143201290346,2.8200970540063475,8.799374850297761,1.4279833721175204,12.565360971254298,17.31455872281558,0.3016465417544808,0.09099063615243771,0.011832061017829621,0.13503904037293496,0.13451968167117226,0.018095544756913516,2.3243938,3.0281330100000003,0.07580412537066883,0.32272747016743947,17.862420213918416,17.212754130811078,1.412844217671714,24.31894014392134,30.663157033131426,0.13451968167117226,0.01809554475691352
1,124.0,-0.004146327672661201,0.2494743064656906,0.24943984756523616,0.062220237553368245,1.1331804,1.9451,0.15779776741718685,-0.4561274977678255,1.3776285840360423,4.542272974134283,1.3166771022212942,5.980706817081227,7.181219471908559,0.24943984756523616,0.06222023755336825,-0.006996550768371,0.3128683768198583,0.31279013649928034,0.09783766949123844,1.1162616,1.9717000000000002,0.21608854020810622,0.6147848724886547,0.1525875196696589,3.5678313396394015,1.2422597006931162,4.432173092103963,5.165760289393289,0.3127901364992804,0.09783766949123845,0.01251319548140414,0.13442563297709273,0.1338419618062146,0.01791367074013621,0.69160621,1.095,0.09082235354559676,-0.8286700869002039,0.985536559139585,5.14489829568335,1.260487199317052,6.485078443496981,7.614933802092937,0.1338419618062146,0.01791367074013621
2,133.0,-0.0036733625438668,0.24141593628903704,0.2413879878990123,0.05826816070193371,1.1020804,1.912,0.15440729884366428,-0.4836541814981318,1.2116229765266384,4.565068971588214,1.306066177032475,5.96228217961179,7.137489019323137,0.2413879878990123,0.05826816070193371,-0.005109096744672,0.2874553787940933,0.28740997186616407,0.08260449192810923,1.0221616,1.8486,0.19656818373420346,0.6542341977873006,0.31343537307590674,3.5558965857173366,1.252101473718438,4.452343355367039,5.200035837855386,0.2874099718661641,0.08260449192810924,0.014178866439537962,0.12407137634865091,0.12325853388523782,0.015192666175538319,0.65853621,0.99993,0.08327375436541658,-0.8291603702577848,1.1468453335789972,5.3077206796631184,1.2655459011018344,6.717164150341102,7.908088388932884,0.1232585338852378,0.015192666175538317
3,142.0,-0.0036382152799763995,0.36564829613046407,0.36563019548812986,0.13368543985268808,1.2889196,2.448,0.24202811864420945,0.07879991285060993,0.019059991709309276,3.5250255878126966,1.267533467067832,4.468087904823049,5.325495265675146,0.3656301954881299,0.1336854398526881,-0.005769957981451001,0.40304501674759613,0.403003713518824,0.16241199310996238,1.5274384,2.7631,0.259692370613947,-0.10787636714333876,0.45700240007334747,3.789746396880889,1.2929003932140553,4.8997646067088505,5.881722271582081,0.403003713518824,0.1624119931099624,0.01576437351658231,0.1520594503260329,0.1512400772318136,0.022873560961084945,0.68005621,1.28845,0.10025286355035141,-0.31303908334731523,0.7349530261797552,4.472304802772084,1.2769671346095064,5.710986249096202,6.783409330332453,0.15124007723181362,0.02287356096108495
4,151.0,-0.0032521901920222005,0.42288243562476796,0.4228699299062194,0.17881897761889093,1.1461804,2.2411000000000003,0.3172698346111559,0.2802056269677517,-0.7358792770044666,2.710399636973877,1.1792998176135008,3.196373797542992,3.612635917324924,0.42286992990621947,0.17881897761889096,-0.00427352573044,0.4931567118647734,0.4931381950681841,0.24318527943510643,1.5624384,2.66674,0.33740007356096063,-0.2606611999007482,-0.33969308975602175,3.168239146724683,1.2400486704209264,3.928770741471473,4.630818196065693,0.4931381950681842,0.24318527943510648,0.01496287959869938,0.16613345551098363,0.1654582644479713,0.027376437274134805,0.71316521,1.208559,0.1160716341666601,-0.19679890241376538,-0.036722847519333524,4.292724832614165,1.2296460210659494,5.2785320099550015,6.144181695383129,0.16545826444797132,0.02737643727413481
5,160.0,-0.0021406848643419994,0.4853417299265503,0.48533700897047616,0.23555201227640804,1.5150804,2.907,0.34005668146705004,0.019048854589234325,-0.4736534913707269,3.1216775862839703,1.2242374750111247,3.8216746860311095,4.455376066906671,0.48533700897047616,0.23555201227640807,-0.004816319412045,0.6263150725928863,0.626296553738206,0.3922473732243536,2.0074384,3.8743,0.41538406572003256,0.047213294603026146,-0.08597814417595417,3.205157416521035,1.2658777708364983,4.057337525605718,4.832728469062187,0.626296553738206,0.3922473732243536,0.01975960672383996,0.2349392879842276,0.23410687085315332,0.05480602698065501,0.93340621,1.7008,0.15365086000679812,-0.31445275530338723,0.5298507141871265,3.9729677314024343,1.280227820597068,5.086303820075816,6.0748518424088385,0.23410687085315335,0.054806026980655016
6,169.0,-0.0011247537351281988,0.5130730348464776,0.513071802007877,0.2632426740156102,1.3739196,2.698,0.3604819802592357,-0.062981411861821,-0.5774540612455916,2.6778246110928556,1.2212701693668113,3.2703473163239876,3.811340580774563,0.513071802007877,0.2632426740156102,-0.0033783909175359996,0.6773195851262414,0.677311159564341,0.4587504068703921,1.9006616,3.5991,0.46423557322487063,0.09831949059117777,-0.46205997681202415,2.8061518398965943,1.2384399577209897,3.4752505659602155,4.094174831964763,0.677311159564341,0.4587504068703921,0.023084704798945723,0.2554681312289075,0.2544229991135547,0.06473106247793585,1.0582062,1.8015999900000002,0.17265098590257352,-0.3491283471592778,0.15648101988795204,4.142223904443933,1.2527898520923575,5.189336072581742,6.129163957378981,0.2544229991135547,0.06473106247793586
7,178.0,-0.0018949344685472013,0.508776724102044,0.5087731952563611,0.25885016421136736,1.4029196,2.779,0.35539766649310034,-0.0729983443552941,-0.5558732020550434,2.7574366780950066,1.224537054709592,3.376583388342661,3.9474642977917136,0.5087731952563611,0.25885016421136736,-0.0030030396629769996,0.6591912301325084,0.6591843897092773,0.4345240596363923,1.8029616,3.4344,0.4485754650125305,0.12680369967139296,-0.41527164185886845,2.7351116301070553,1.243334834386943,3.4006595656489575,4.0193049790398945,0.6591843897092773,0.4345240596363924,0.02011204241403024,0.24889244387896714,0.24807852460457164,0.06154295436998106,1.1000062,1.8123999899999998,0.17040612994596696,-0.3577996175278279,0.11967438419909193,4.4196046406893625,1.2446897149296299,5.501036440321312,6.455203227423768,0.24807852460457164,0.06154295436998105
8,187.0,-0.003201765082927999,0.49922596347797293,0.49921569617837946,0.24921631131086405,1.3930804,2.7220000000000004,0.34690676173065027,-0.1296988967162744,-0.5274328715948458,2.7904806679019334,1.2286167446044105,3.4284312740792147,4.015719938839455,0.49921569617837946,0.24921631131086408,-0.004343610296552,0.6474752267802704,0.6474606569852366,0.4192053023437542,1.8029616,3.4534000000000002,0.4423204902565919,0.15798221537799834,-0.39650302207284494,2.7846032178955626,1.2422908454416686,3.4592870857790694,4.076143067561927,0.6474606569852366,0.4192053023437542,0.016850082114316982,0.24813156801146571,0.24755878044733015,0.06128534977656941,0.96330621,1.7037,0.16987676192764167,-0.34621765799275267,0.0801531280505281,3.882239642944131,1.2452036314965687,4.834178901733974,5.670617917772158,0.2475587804473302,0.06128534977656944
9,196.0,-0.0024698917313321998,0.4852545887122244,0.4852483029348022,0.23546591550110557,1.3549196,2.6424,0.3374505961097,-0.18084129420254955,-0.483288254502273,2.792182972644741,1.229390893545918,3.4326843196834154,4.015164339966186,0.48524830293480226,0.2354659155011056,-0.003738215129695,0.6338838083578361,0.6338727855381378,0.401794708245878,1.7484616,3.3198999999999996,0.42868840878682524,0.20293761734203528,-0.3450106477762347,2.758331380209304,1.2492694096776025,3.4458990150492834,4.078630455505181,0.6338727855381378,0.401794708245878,0.01806477812527558,0.244235819880832,0.24356682759387985,0.05932479950414679,1.1153062,1.8116999900000001,0.16384045767846075,-0.38903951525006786,0.3283041919235892,4.566513628280169,1.2606608001303647,5.756824724433893,6.807269802607634,0.24356682759387982,0.05932479950414678
