indice_janela,tempo_centro_s,aceleracao_x_g_mean,aceleracao_x_g_rms,aceleracao_x_g_std,aceleracao_x_g_variance,aceleracao_x_g_peak,aceleracao_x_g_peak_to_peak,aceleracao_x_g_sra,aceleracao_x_g_skewness,aceleracao_x_g_kurtosis,aceleracao_x_g_crest_factor,aceleracao_x_g_shape_factor,aceleracao_x_g_impulse_factor,aceleracao_x_g_clearance_factor,aceleracao_x_g_rms_espectral,aceleracao_x_g_energia_espectral,aceleracao_y_g_mean,aceleracao_y_g_rms,aceleracao_y_g_std,aceleracao_y_g_variance,aceleracao_y_g_peak,aceleracao_y_g_peak_to_peak,aceleracao_y_g_sra,aceleracao_y_g_skewness,aceleracao_y_g_kurtosis,aceleracao_y_g_crest_factor,aceleracao_y_g_shape_factor,aceleracao_y_g_impulse_factor,aceleracao_y_g_clearance_factor,aceleracao_y_g_rms_espectral,aceleracao_y_g_energia_espectral,aceleracao_z_g_mean,aceleracao_z_g_rms,aceleracao_z_g_std,aceleracao_z_g_variance,aceleracao_z_g_peak,aceleracao_z_g_peak_to_peak,aceleracao_z_g_sra,aceleracao_z_g_skewness,aceleracao_z_g_kurtosis,aceleracao_z_g_crest_factor,aceleracao_z_g_shape_factor,aceleracao_z_g_impulse_factor,aceleracao_z_g_clearance_factor,aceleracao_z_g_rms_espectral,aceleracao_z_g_energia_espectral
0,110.5,-0.0072586009777889995,0.030366102550966074,0.029485808382695378,0.000869412895981029,0.2014804,0.22389999900000002,0.0050584600252933,-5.40903939898371,29.10289275718616,6.635043126191052,3.232626803659153,21.448618253159612,39.83038296093241,0.029485808382695378,0.0008694128959810289,-0.0093673987622,0.04150686853764926,0.04043602324946943,0.0016350719762316323,0.2864384,0.315000001,0.005924485113165175,-5.45393360258155,29.374698497700138,6.90098795914182,3.485275430616379,24.05184378097645,48.348235252290024,0.04043602324946943,0.0016350719762316323,0.0066827891246399995,0.06429643293004664,0.06394819479112432,0.004089371617043579,0.45200621,0.509299999,0.02128956090190404,-5.401457156057931,29.08363315683281,7.0300355618759545,2.228286041470083,15.66493011356648,21.231354281223087,0.0639481947911243,0.004089371617043578
1,111.0,-0.0059002009833080005,0.026823557421355716,0.026166598194899894,0.0006846908610933384,0.2014804,0.22389999900000002,0.004632323577425638,-5.9175949937781605,36.02835402722186,7.5113228583017975,3.2330130290645194,24.28420466639986,43.494457291770296,0.0261665981948999,0.0006846908610933387,-0.00830739876158,0.03710585839247375,0.03616395792579145,0.001307831852858414,0.2864384,0.315000001,0.00576053982596306,-5.963323765202508,36.26023587805296,7.719492619475387,3.4168742169890955,26.376535299723063,49.72422874484902,0.03616395792579145,0.001307831852858414,0.008293289135942001,0.057813984605614245,0.05721606567465005,0.003273678171285868,0.45200621,0.504899999,0.020212134301973397,-5.855356564986742,35.44338652908448,7.8182850236568235,2.1537106074313295,16.838323387371204,22.363111349199215,0.05721606567465005,0.0032736781712858674
2,111.5,-0.009529537936118002,0.15857903087048306,0.15829244119207245,0.02505649693854571,1.5490804,2.966,0.03714760574312862,0.1435909300938943,28.110007686985558,9.7685071695588,2.1946445693148484,21.438401209985383,41.700679465366115,0.15829244119207245,0.02505649693854571,-0.015157299005380001,0.20695022882301467,0.2063944124649687,0.04259865349675963,2.6555616,5.246,0.03136566996786327,0.16262500862865767,85.27300696754358,12.831885304514717,3.119182939206158,40.02499771969252,84.66459038562999,0.2063944124649687,0.04259865349675963,0.006656129251403801,0.1561108014574921,0.1559688375127837,0.024326278275089125,2.3243938,3.00246001,0.03913630854763527,6.350793382514863,92.83802768057357,14.889384836275514,2.541054902332225,37.834744330928984,59.392259675457986,0.1559688375127837,0.024326278275089125
3,112.0,-0.0079686177563,0.17949873668714075,0.17932177113594847,0.03215629760333348,1.5490804,2.966,0.09026560914158363,0.12373727901757361,16.25558625275285,8.630035111054772,1.5510064732089006,13.385240321266044,17.161357628133132,0.17932177113594847,0.03215629760333348,-0.013551399190279999,0.212895368310779,0.21246363789638903,0.04514079742816792,2.6555616,5.246,0.06129074151937922,0.14509974160102485,75.63966275077928,12.473552717800239,2.3633101426215135,29.47887365250145,43.327287844288044,0.21246363789638903,0.045140797428167914,0.009978729279981802,0.15898196919753899,0.15866849558713306,0.025175691491884065,2.3243938,3.00246001,0.0528837614469173,6.0489203082545355,85.84971648305348,14.620486912650353,2.1470259338145192,31.39056456645608,43.9528833880914,0.15866849558713308,0.025175691491884068
4,112.5,-0.002286250675182,0.12315525523712245,0.12313403246207365,0.015161989950371008,0.6633804,1.1975,0.07123151697906635,-0.1860744172486516,2.733564499263447,5.386537494666639,1.38395645598486,7.454733341148408,9.313018002901096,0.12313403246207365,0.015161989950371008,-0.0053305991837199985,0.10559459633727157,0.10545996153978937,0.011121803487973852,0.5034384,0.9396,0.05504737985130665,-0.2861242919218004,3.7413612703430985,4.767653056715195,1.47785679203365,7.045908451926545,9.145547006231395,0.10545996153978937,0.011121803487973852,0.01671228919902,0.07230530978344349,0.07034740373750867,0.004948757212608049,0.38940621,0.6948,0.0434312064828925,-1.0568650073950745,5.392165373969094,5.385582485799216,1.363391307979159,7.342656349543445,8.966046341664182,0.07034740373750867,0.004948757212608049
5,113.0,-0.00018359063316200053,0.18667827481470053,0.1866781845376483,0.03484874458227227,0.7489196,1.456,0.10336222349157409,-0.3155073784562215,1.7619669893826044,4.01181980465262,1.4079060170930897,5.648265242463647,7.2455832963099,0.1866781845376483,0.03484874458227227,-0.0071322994378,0.1955004825073414,0.19537033798745615,0.038169568965332856,0.9144384,1.6947,0.10457942393073597,-0.25243012185974656,2.404961696993266,4.677422726901256,1.4371406018921955,6.722114113043104,8.743960959334046,0.19537033798745615,0.038169568965332856,0.018623589280220003,0.09792075766972985,0.09613343177550476,0.00924163670493563,0.50760621,0.947,0.056291371401509714,-0.4478092948034441,4.161844071745057,5.183846837787651,1.3997283435594312,7.255977347522304,9.017478120747759,0.09613343177550478,0.009241636704935632
6,113.5,-0.003663051004060001,0.27620946966288434,0.2761851791620859,0.07627825318879349,1.1649804,1.9139,0.17858022746265115,-0.6411121167540772,0.7453029299959582,4.217742430851002,1.2930418139577036,5.453717323593954,6.523568799035424,0.2761851791620859,0.0762782531887935,-0.012423399684260001,0.27214316229559454,0.27185944884173413,0.07390755992453145,1.0234384,1.9434,0.17663471441397283,-0.28156174531237305,0.6604831217604645,3.760661819929795,1.2907545305753112,4.854091282035978,5.7940954777519105,0.27185944884173413,0.07390755992453146,0.01224112944334,0.13615412486477751,0.13560273031043593,0.01838810046764482,0.69366621,1.13306,0.08564919305788392,-0.5553357353440302,1.515386870793936,5.094713147243389,1.3132187091733944,6.690472622831685,8.09892288805573,0.13560273031043593,0.01838810046764482
7,114.0,-0.006143899022019999,0.3122043406320148,0.31214388159033063,0.09743380281427835,1.1649804,1.7742999999999998,0.2076315816539465,-0.7338343507689598,0.45763606155789915,3.7314676587828894,1.271307581075125,4.743843123147335,5.610805402145608,0.31214388159033063,0.09743380281427835,-0.012113599750119997,0.30630109926260324,0.30606147113051163,0.093673624110573,1.0234384,1.9434,0.20909105559250626,-0.40542766844331996,0.1476498677354101,3.34128216471913,1.2541687357143347,4.190531628190647,4.894701961783389,0.30606147113051163,0.093673624110573,0.00879192952026,0.1472583017623093,0.1469956101835362,0.021607709413230133,0.69366621,1.02706,0.09939989984633975,-0.6164983203554925,0.7932849623337388,4.710540605850879,1.2585754651759058,5.928570834238762,6.97854033125108,0.14699561018353619,0.02160770941323013
8,114.5,-0.0024345697200200004,0.3186792923167592,0.3186699926597872,0.1015505642217888,1.1691804,1.8268,0.21129721065623447,-0.7243864403593799,0.602292649165439,3.668830790667955,1.2740331465784092,4.674212036498447,5.5333451699093805,0.3186699926597871,0.10155056422178879,-0.008629659797719999,0.37156210857823435,0.3714618816283566,0.13798392950287922,1.1554384,2.28364,0.25811199015727876,-0.23180146545059602,-0.20383373584184517,3.1096776913588764,1.2361639965201943,3.84407160283988,4.476500294681938,0.3714618816283566,0.13798392950287922,0.0174283895093026,0.1391140403939533,0.13801799692012087,0.019048967473842496,0.57350621,0.9469000000000001,0.09496011761783814,-0.42306591506312385,0.5268649912759789,4.122561665062011,1.2495893571531205,5.151509180868937,6.039442919690188,0.1380179969201209,0.0190489674738425
9,115.0,-0.00412006967808,0.3075022916884326,0.30747468907128866,0.09454068441948565,1.2132804,1.9952,0.19768264886768375,-0.5953805149438635,1.0308502497552299,3.9455979119313995,1.299826646194762,5.128593301098848,6.137515897068402,0.30747468907128866,0.09454068441948565,-0.01040294982524,0.4018304993516401,0.40169581631393925,0.16135952884412202,1.1554384,2.28364,0.28690756709242443,0.13990764952376475,-0.44419875013963894,2.875437284786292,1.212915302855199,3.4876618851176966,4.027214798513094,0.40169581631393925,0.16135952884412202,0.016120589554884598,0.1514226122903237,0.15056206064353875,0.022668934105228637,0.43239379,0.8463,0.10483300592273694,-0.32532395666495956,-0.08309097662389764,2.8555430622935507,1.236270295568183,3.5302230656293228,4.1245959342106335,0.15056206064353875,0.02266893410522864
